Comunidades y Ciudades Autónomas;Periodo;Total
16 País Vasco;1982M08;1.037
16 País Vasco;1982M07;1.100
16 País Vasco;1982M06;1.122
16 País Vasco;1982M05;1.154
16 País Vasco;1982M04;1.101
16 País Vasco;1982M03;1.187
16 País Vasco;1982M02;1.264
16 País Vasco;1982M01;1.271
16 País Vasco;1981M12;1.424
16 País Vasco;1981M11;1.173
16 País Vasco;1981M10;1.178
16 País Vasco;1981M09;1.006
16 País Vasco;1981M08;1.127
16 País Vasco;1981M07;1.158
16 País Vasco;1981M06;1.048
16 País Vasco;1981M05;1.176
16 País Vasco;1981M04;1.210
16 País Vasco;1981M03;1.269
16 País Vasco;1981M02;1.282
16 País Vasco;1981M01;1.577
16 País Vasco;1980M12;1.560
16 País Vasco;1980M11;1.249
16 País Vasco;1980M10;1.159
16 País Vasco;1980M09;1.060
16 País Vasco;1980M08;1.134
16 País Vasco;1980M07;1.098
16 País Vasco;1980M06;1.047
16 País Vasco;1980M05;1.151
16 País Vasco;1980M04;1.080
16 País Vasco;1980M03;1.209
16 País Vasco;1980M02;1.141
16 País Vasco;1980M01;1.366
16 País Vasco;1979M12;1.321
16 País Vasco;1979M11;1.188
16 País Vasco;1979M10;1.119
16 País Vasco;1979M09;1.101
16 País Vasco;1979M08;1.080
16 País Vasco;1979M07;1.184
16 País Vasco;1979M06;1.025
16 País Vasco;1979M05;1.174
16 País Vasco;1979M04;1.197
16 País Vasco;1979M03;1.274
16 País Vasco;1979M02;1.158
16 País Vasco;1979M01;1.359
16 País Vasco;1978M12;1.351
16 País Vasco;1978M11;1.163
16 País Vasco;1978M10;1.171
16 País Vasco;1978M09;1.036
16 País Vasco;1978M08;1.052
16 País Vasco;1978M07;1.130
16 País Vasco;1978M06;1.018
16 País Vasco;1978M05;1.152
16 País Vasco;1978M04;1.166
16 País Vasco;1978M03;1.341
16 País Vasco;1978M02;1.236
16 País Vasco;1978M01;1.419
16 País Vasco;1977M12;1.402
16 País Vasco;1977M11;1.070
16 País Vasco;1977M10;1.165
16 País Vasco;1977M09;1.024
16 País Vasco;1977M08;1.064
16 País Vasco;1977M07;1.103
16 País Vasco;1977M06;1.088
16 País Vasco;1977M05;1.264
16 País Vasco;1977M04;1.456
16 País Vasco;1977M03;1.277
16 País Vasco;1977M02;1.141
16 País Vasco;1977M01;1.469
16 País Vasco;1976M12;1.317
16 País Vasco;1976M11;1.170
16 País Vasco;1976M10;1.115
16 País Vasco;1976M09;1.024
16 País Vasco;1976M08;1.067
16 País Vasco;1976M07;1.042
16 País Vasco;1976M06;1.135
16 País Vasco;1976M05;1.203
16 País Vasco;1976M04;1.246
16 País Vasco;1976M03;1.395
16 País Vasco;1976M02;1.340
16 País Vasco;1976M01;1.561
16 País Vasco;1975M12;1.354
16 País Vasco;1975M11;1.172
16 País Vasco;1975M10;1.134
16 País Vasco;1975M09;1.127
16 País Vasco;1975M08;1.091
16 País Vasco;1975M07;1.088
16 País Vasco;1975M06;1.059
16 País Vasco;1975M05;1.240
16 País Vasco;1975M04;1.187
16 País Vasco;1975M03;1.270
16 País Vasco;1975M02;1.179
16 País Vasco;1975M01;1.798
17 Rioja, La;2018M12;285
17 Rioja, La;2018M11;249
17 Rioja, La;2018M10;267
17 Rioja, La;2018M09;243
17 Rioja, La;2018M08;250
17 Rioja, La;2018M07;250
17 Rioja, La;2018M06;219
17 Rioja, La;2018M05;261
17 Rioja, La;2018M04;285
17 Rioja, La;2018M03;322
17 Rioja, La;2018M02;240
17 Rioja, La;2018M01;334
17 Rioja, La;2017M12;293
17 Rioja, La;2017M11;256
17 Rioja, La;2017M10;236
17 Rioja, La;2017M09;227
17 Rioja, La;2017M08;238
17 Rioja, La;2017M07;218
17 Rioja, La;2017M06;261
17 Rioja, La;2017M05;242
17 Rioja, La;2017M04;215
